,pid,age,hh_income,sex,employment,day,hh_zone,access_egress_distance,vehicles
334,nts202300010901,40-48,≤22316,male,pt-employed,tuesday,suburban,≤3.376,1
335,nts202300010904,40-48,≤22316,male,pt-employed,friday,suburban,≤3.376,1
336,nts202300010905,40-48,≤22316,male,pt-employed,saturday,suburban,≤3.376,1
337,nts202300010906,40-48,≤22316,male,pt-employed,sunday,suburban,≤3.376,1
338,nts202300011001,10-21,≤22316,female,unknown,tuesday,suburban,≤3.376,1
339,nts202300011002,10-21,≤22316,female,unknown,wednesday,suburban,≤3.376,1
340,nts202300011003,10-21,≤22316,female,unknown,thursday,suburban,≤3.376,1
341,nts202300011004,10-21,≤22316,female,unknown,friday,suburban,≤3.376,1
342,nts202300011006,10-21,≤22316,female,unknown,sunday,suburban,≤3.376,1
343,nts202300011101,10-21,≤22316,female,unknown,tuesday,suburban,≤3.376,1
344,nts202300011102,10-21,≤22316,female,unknown,wednesday,suburban,≤3.376,1
345,nts202300011103,10-21,≤22316,female,unknown,thursday,suburban,≤3.376,1
346,nts202300011104,10-21,≤22316,female,unknown,friday,suburban,≤3.376,1
347,nts202300011106,10-21,≤22316,female,unknown,sunday,suburban,≤3.376,1
348,nts202300011201,≤10,≤22316,male,unknown,tuesday,suburban,≤3.376,1
349,nts202300011203,≤10,≤22316,male,unknown,thursday,suburban,≤3.376,1
350,nts202300011204,≤10,≤22316,male,unknown,friday,suburban,≤3.376,1
351,nts202300011205,≤10,≤22316,male,unknown,saturday,suburban,≤3.376,1
352,nts202300011206,≤10,≤22316,male,unknown,sunday,suburban,≤3.376,1
353,nts202300011301,21-32,32118-44107,female,pt-employed,sunday,suburban,5.8-9.15862,0
354,nts202300011302,21-32,32118-44107,female,pt-employed,monday,suburban,5.8-9.15862,0
355,nts202300011303,21-32,32118-44107,female,pt-employed,tuesday,suburban,5.8-9.15862,0
356,nts202300011304,21-32,32118-44107,female,pt-employed,wednesday,suburban,5.8-9.15862,0
357,nts202300011305,21-32,32118-44107,female,pt-employed,thursday,suburban,5.8-9.15862,0
358,nts202300011401,≤10,32118-44107,female,unknown,sunday,suburban,5.8-9.15862,0
359,nts202300011402,≤10,32118-44107,female,unknown,monday,suburban,5.8-9.15862,0
360,nts202300011403,≤10,32118-44107,female,unknown,tuesday,suburban,5.8-9.15862,0
361,nts202300011404,≤10,32118-44107,female,unknown,wednesday,suburban,5.8-9.15862,0
362,nts202300011405,≤10,32118-44107,female,unknown,thursday,suburban,5.8-9.15862,0
363,nts202300011501,≤10,32118-44107,male,unknown,sunday,suburban,5.8-9.15862,0
364,nts202300011502,≤10,32118-44107,male,unknown,monday,suburban,5.8-9.15862,0
365,nts202300011503,≤10,32118-44107,male,unknown,tuesday,suburban,5.8-9.15862,0
366,nts202300011504,≤10,32118-44107,male,unknown,wednesday,suburban,5.8-9.15862,0
367,nts202300011505,≤10,32118-44107,male,unknown,thursday,suburban,5.8-9.15862,0
368,nts202300011601,68-75,≤22316,male,retired,monday,urban,3.376-5.8,2
369,nts202300011602,68-75,≤22316,male,retired,tuesday,urban,3.376-5.8,2
370,nts202300011603,68-75,≤22316,male,retired,wednesday,urban,3.376-5.8,2
371,nts202300011604,68-75,≤22316,male,retired,thursday,urban,3.376-5.8,2
372,nts202300011605,68-75,≤22316,male,retired,friday,urban,3.376-5.8,2
373,nts202300011606,68-75,≤22316,male,retired,saturday,urban,3.376-5.8,2
374,nts202300011607,68-75,≤22316,male,retired,sunday,urban,3.376-5.8,2
375,nts202300011701,68-75,≤22316,female,retired,monday,urban,3.376-5.8,2
376,nts202300011702,68-75,≤22316,female,retired,tuesday,urban,3.376-5.8,2
377,nts202300011703,68-75,≤22316,female,retired,wednesday,urban,3.376-5.8,2
378,nts202300011704,68-75,≤22316,female,retired,thursday,urban,3.376-5.8,2
379,nts202300011801,>75,22316-32118,female,retired,thursday,urban,3.376-5.8,1
380,nts202300011802,>75,22316-32118,female,retired,friday,urban,3.376-5.8,1
381,nts202300011803,>75,22316-32118,female,retired,saturday,urban,3.376-5.8,1
382,nts202300011804,>75,22316-32118,female,retired,sunday,urban,3.376-5.8,1
383,nts202300011805,>75,22316-32118,female,retired,monday,urban,3.376-5.8,1
384,nts202300011806,>75,22316-32118,female,retired,tuesday,urban,3.376-5.8,1
385,nts202300011807,>75,22316-32118,female,retired,wednesday,urban,3.376-5.8,1
386,nts202300011902,48-54,22316-32118,male,pt-employed,friday,urban,3.376-5.8,1
387,nts202300011903,48-54,22316-32118,male,pt-employed,saturday,urban,3.376-5.8,1
388,nts202300011904,48-54,22316-32118,male,pt-employed,sunday,urban,3.376-5.8,1
389,nts202300011905,48-54,22316-32118,male,pt-employed,monday,urban,3.376-5.8,1
390,nts202300011906,48-54,22316-32118,male,pt-employed,tuesday,urban,3.376-5.8,1
391,nts202300011907,48-54,22316-32118,male,pt-employed,wednesday,urban,3.376-5.8,1
392,nts202300012001,>75,≤22316,female,retired,wednesday,urban,5.8-9.15862,1
393,nts202300012002,>75,≤22316,female,retired,thursday,urban,5.8-9.15862,1
394,nts202300012003,>75,≤22316,female,retired,friday,urban,5.8-9.15862,1
395,nts202300012004,>75,≤22316,female,retired,saturday,urban,5.8-9.15862,1
396,nts202300012005,>75,≤22316,female,retired,sunday,urban,5.8-9.15862,1
397,nts202300012006,>75,≤22316,female,retired,monday,urban,5.8-9.15862,1
398,nts202300012301,54-61,32118-44107,male,retired,tuesday,urban,5.8-9.15862,1
399,nts202300012304,54-61,32118-44107,male,retired,friday,urban,5.8-9.15862,1
400,nts202300012401,54-61,32118-44107,female,ft-employed,tuesday,urban,3.376-5.8,1
401,nts202300012402,54-61,32118-44107,female,ft-employed,wednesday,urban,3.376-5.8,1
402,nts202300012501,68-75,44107-68887,male,retired,thursday,urban,5.8-9.15862,1
403,nts202300012502,68-75,44107-68887,male,retired,friday,urban,5.8-9.15862,1
404,nts202300012503,68-75,44107-68887,male,retired,saturday,urban,5.8-9.15862,1
405,nts202300012504,68-75,44107-68887,male,retired,sunday,urban,5.8-9.15862,1
406,nts202300012505,68-75,44107-68887,male,retired,monday,urban,5.8-9.15862,1
407,nts202300012506,68-75,44107-68887,male,retired,tuesday,urban,5.8-9.15862,1
408,nts202300012601,61-68,44107-68887,female,retired,thursday,urban,≤3.376,1
409,nts202300012602,61-68,44107-68887,female,retired,friday,urban,≤3.376,1
410,nts202300012603,61-68,44107-68887,female,retired,saturday,urban,≤3.376,1
411,nts202300012604,61-68,44107-68887,female,retired,sunday,urban,≤3.376,1
412,nts202300012605,61-68,44107-68887,female,retired,monday,urban,≤3.376,1
413,nts202300012606,61-68,44107-68887,female,retired,tuesday,urban,≤3.376,1
414,nts202300012701,61-68,>68887,male,ft-employed,friday,urban,3.376-5.8,3
415,nts202300012702,61-68,>68887,male,ft-employed,saturday,urban,3.376-5.8,3
416,nts202300012703,61-68,>68887,male,ft-employed,sunday,urban,3.376-5.8,3
417,nts202300012704,61-68,>68887,male,ft-employed,monday,urban,3.376-5.8,3
418,nts202300012705,61-68,>68887,male,ft-employed,tuesday,urban,3.376-5.8,3
419,nts202300012706,61-68,>68887,male,ft-employed,wednesday,urban,3.376-5.8,3
420,nts202300012707,61-68,>68887,male,ft-employed,thursday,urban,3.376-5.8,3
421,nts202300012801,61-68,>68887,female,ft-employed,friday,urban,5.8-9.15862,3
422,nts202300012802,61-68,>68887,female,ft-employed,saturday,urban,5.8-9.15862,3
423,nts202300012803,61-68,>68887,female,ft-employed,sunday,urban,5.8-9.15862,3
424,nts202300012804,61-68,>68887,female,ft-employed,monday,urban,5.8-9.15862,3
425,nts202300012805,61-68,>68887,female,ft-employed,tuesday,urban,5.8-9.15862,3
426,nts202300012806,61-68,>68887,female,ft-employed,wednesday,urban,5.8-9.15862,3
427,nts202300012807,61-68,>68887,female,ft-employed,thursday,urban,5.8-9.15862,3
428,nts202300012904,10-21,>68887,female,ft-employed,monday,urban,9.15862-15.8,3
429,nts202300013003,>75,>68887,male,retired,wednesday,urban,>15.8,1
430,nts202300013103,21-32,>68887,male,ft-employed,saturday,suburban,3.376-5.8,0
431,nts202300013104,21-32,>68887,male,ft-employed,sunday,suburban,3.376-5.8,0
432,nts202300013105,21-32,>68887,male,ft-employed,monday,suburban,3.376-5.8,0
433,nts202300013106,21-32,>68887,male,ft-employed,tuesday,suburban,3.376-5.8,0
434,nts202300013107,21-32,>68887,male,ft-employed,wednesday,suburban,3.376-5.8,0
435,nts202300013201,40-48,32118-44107,male,ft-employed,thursday,suburban,3.376-5.8,1
436,nts202300013301,≤10,32118-44107,male,unknown,thursday,suburban,≤3.376,1
437,nts202300013302,≤10,32118-44107,male,unknown,friday,suburban,≤3.376,1
438,nts202300013401,54-61,32118-44107,female,unemployed,thursday,suburban,≤3.376,1
439,nts202300013402,54-61,32118-44107,female,unemployed,friday,suburban,≤3.376,1
440,nts202300013403,54-61,32118-44107,female,unemployed,saturday,suburban,≤3.376,1
441,nts202300013404,54-61,32118-44107,female,unemployed,sunday,suburban,≤3.376,1
442,nts202300013405,54-61,32118-44107,female,unemployed,monday,suburban,≤3.376,1
443,nts202300013701,61-68,≤22316,male,retired,sunday,suburban,≤3.376,0
444,nts202300013702,61-68,≤22316,male,retired,monday,suburban,≤3.376,0
445,nts202300013703,61-68,≤22316,male,retired,tuesday,suburban,≤3.376,0
446,nts202300013704,61-68,≤22316,male,retired,wednesday,suburban,≤3.376,0
447,nts202300013801,61-68,≤22316,male,retired,sunday,suburban,≤3.376,0
448,nts202300013802,61-68,≤22316,male,retired,monday,suburban,≤3.376,0
449,nts202300013803,61-68,≤22316,male,retired,tuesday,suburban,≤3.376,0
450,nts202300013805,61-68,≤22316,male,retired,thursday,suburban,≤3.376,0
451,nts202300014201,68-75,22316-32118,female,retired,wednesday,urban,>15.8,0
452,nts202300014202,68-75,22316-32118,female,retired,thursday,urban,>15.8,0
453,nts202300014301,61-68,22316-32118,male,retired,thursday,urban,≤3.376,1
454,nts202300014302,61-68,22316-32118,male,retired,friday,urban,≤3.376,1
455,nts202300014401,61-68,22316-32118,female,pt-employed,monday,urban,≤3.376,0
456,nts202300014402,61-68,22316-32118,female,pt-employed,tuesday,urban,≤3.376,0
457,nts202300014501,21-32,>68887,male,ft-employed,monday,urban,9.15862-15.8,1
458,nts202300014502,21-32,>68887,male,ft-employed,tuesday,urban,9.15862-15.8,1
459,nts202300014503,21-32,>68887,male,ft-employed,wednesday,urban,9.15862-15.8,1
460,nts202300014504,21-32,>68887,male,ft-employed,thursday,urban,9.15862-15.8,1
461,nts202300014601,61-68,22316-32118,female,retired,tuesday,urban,>15.8,0
462,nts202300014602,61-68,22316-32118,female,retired,wednesday,urban,>15.8,0
463,nts202300014604,61-68,22316-32118,female,retired,friday,urban,>15.8,0
464,nts202300014605,61-68,22316-32118,female,retired,saturday,urban,>15.8,0
465,nts202300014606,61-68,22316-32118,female,retired,sunday,urban,>15.8,0
466,nts202300014701,48-54,32118-44107,female,ft-employed,wednesday,urban,5.8-9.15862,1
467,nts202300014702,48-54,32118-44107,female,ft-employed,thursday,urban,5.8-9.15862,1
468,nts202300014801,61-68,32118-44107,male,retired,wednesday,urban,3.376-5.8,1
469,nts202300014802,61-68,32118-44107,male,retired,thursday,urban,3.376-5.8,1
470,nts202300014803,61-68,32118-44107,male,retired,friday,urban,3.376-5.8,1
471,nts202300014901,54-61,>68887,female,other,tuesday,urban,5.8-9.15862,2
472,nts202300014902,54-61,>68887,female,other,wednesday,urban,5.8-9.15862,2
473,nts202300014903,54-61,>68887,female,other,thursday,urban,5.8-9.15862,2
474,nts202300014904,54-61,>68887,female,other,friday,urban,5.8-9.15862,2
475,nts202300014905,54-61,>68887,female,other,saturday,urban,5.8-9.15862,2
476,nts202300014906,54-61,>68887,female,other,sunday,urban,5.8-9.15862,2
477,nts202300015001,54-61,>68887,male,other,tuesday,urban,5.8-9.15862,2
478,nts202300015002,54-61,>68887,male,other,wednesday,urban,5.8-9.15862,2
479,nts202300015003,54-61,>68887,male,other,thursday,urban,5.8-9.15862,2
480,nts202300015004,54-61,>68887,male,other,friday,urban,5.8-9.15862,2
481,nts202300015005,54-61,>68887,male,other,saturday,urban,5.8-9.15862,2
482,nts202300015006,54-61,>68887,male,other,sunday,urban,5.8-9.15862,2
483,nts202300015101,21-32,22316-32118,female,pt-employed,monday,urban,9.15862-15.8,1
484,nts202300015102,21-32,22316-32118,female,pt-employed,tuesday,urban,9.15862-15.8,1
485,nts202300015103,21-32,22316-32118,female,pt-employed,wednesday,urban,9.15862-15.8,1
486,nts202300015104,21-32,22316-32118,female,pt-employed,thursday,urban,9.15862-15.8,1
487,nts202300015105,21-32,22316-32118,female,pt-employed,friday,urban,9.15862-15.8,1
488,nts202300015201,21-32,22316-32118,male,ft-employed,monday,urban,3.376-5.8,1
489,nts202300015202,21-32,22316-32118,male,ft-employed,tuesday,urban,3.376-5.8,1
490,nts202300015203,21-32,22316-32118,male,ft-employed,wednesday,urban,3.376-5.8,1
491,nts202300015204,21-32,22316-32118,male,ft-employed,thursday,urban,3.376-5.8,1
492,nts202300015205,21-32,22316-32118,male,ft-employed,friday,urban,3.376-5.8,1
493,nts202300015301,≤10,22316-32118,female,unknown,monday,urban,5.8-9.15862,1
494,nts202300015302,≤10,22316-32118,female,unknown,tuesday,urban,5.8-9.15862,1
495,nts202300015401,≤10,22316-32118,female,unknown,monday,urban,3.376-5.8,1
496,nts202300015402,≤10,22316-32118,female,unknown,tuesday,urban,3.376-5.8,1
497,nts202300015501,40-48,32118-44107,female,ft-employed,friday,urban,3.376-5.8,1
498,nts202300015502,40-48,32118-44107,female,ft-employed,saturday,urban,3.376-5.8,1
499,nts202300015503,40-48,32118-44107,female,ft-employed,sunday,urban,3.376-5.8,1
500,nts202300015504,40-48,32118-44107,female,ft-employed,monday,urban,3.376-5.8,1
501,nts202300015505,40-48,32118-44107,female,ft-employed,tuesday,urban,3.376-5.8,1
502,nts202300015506,40-48,32118-44107,female,ft-employed,wednesday,urban,3.376-5.8,1
503,nts202300015507,40-48,32118-44107,female,ft-employed,thursday,urban,3.376-5.8,1
504,nts202300015601,≤10,32118-44107,male,unknown,friday,urban,≤3.376,1
505,nts202300015602,≤10,32118-44107,male,unknown,saturday,urban,≤3.376,1
506,nts202300015603,≤10,32118-44107,male,unknown,sunday,urban,≤3.376,1
507,nts202300015607,≤10,32118-44107,male,unknown,thursday,urban,≤3.376,1
508,nts202300015701,48-54,44107-68887,female,ft-employed,sunday,urban,>15.8,1
509,nts202300015703,48-54,44107-68887,female,ft-employed,tuesday,urban,>15.8,1
510,nts202300015704,48-54,44107-68887,female,ft-employed,wednesday,urban,>15.8,1
511,nts202300015705,48-54,44107-68887,female,ft-employed,thursday,urban,>15.8,1
512,nts202300015706,48-54,44107-68887,female,ft-employed,friday,urban,>15.8,1
513,nts202300015801,48-54,44107-68887,male,pt-employed,sunday,urban,>15.8,1
514,nts202300015901,40-48,22316-32118,female,pt-employed,saturday,urban,9.15862-15.8,2
515,nts202300015902,40-48,22316-32118,female,pt-employed,sunday,urban,9.15862-15.8,2
516,nts202300015903,40-48,22316-32118,female,pt-employed,monday,urban,9.15862-15.8,2
517,nts202300015904,40-48,22316-32118,female,pt-employed,tuesday,urban,9.15862-15.8,2
518,nts202300015905,40-48,22316-32118,female,pt-employed,wednesday,urban,9.15862-15.8,2
519,nts202300016001,40-48,22316-32118,male,ft-employed,saturday,urban,9.15862-15.8,2
520,nts202300016002,40-48,22316-32118,male,ft-employed,sunday,urban,9.15862-15.8,2
521,nts202300016003,40-48,22316-32118,male,ft-employed,monday,urban,9.15862-15.8,2
522,nts202300016005,40-48,22316-32118,male,ft-employed,wednesday,urban,9.15862-15.8,2
523,nts202300016101,10-21,22316-32118,female,unknown,saturday,urban,>15.8,2
524,nts202300016102,10-21,22316-32118,female,unknown,sunday,urban,>15.8,2
525,nts202300016103,10-21,22316-32118,female,unknown,monday,urban,>15.8,2
526,nts202300016104,10-21,22316-32118,female,unknown,tuesday,urban,>15.8,2
527,nts202300016105,10-21,22316-32118,female,unknown,wednesday,urban,>15.8,2
528,nts202300016201,≤10,22316-32118,male,unknown,saturday,urban,9.15862-15.8,2
529,nts202300016202,≤10,22316-32118,male,unknown,sunday,urban,9.15862-15.8,2
530,nts202300016203,≤10,22316-32118,male,unknown,monday,urban,9.15862-15.8,2
531,nts202300016204,≤10,22316-32118,male,unknown,tuesday,urban,9.15862-15.8,2
532,nts202300016205,≤10,22316-32118,male,unknown,wednesday,urban,9.15862-15.8,2
533,nts202300016301,61-68,44107-68887,male,retired,monday,suburban,5.8-9.15862,1
534,nts202300016302,61-68,44107-68887,male,retired,tuesday,suburban,5.8-9.15862,1
535,nts202300016303,61-68,44107-68887,male,retired,wednesday,suburban,5.8-9.15862,1
536,nts202300016304,61-68,44107-68887,male,retired,thursday,suburban,5.8-9.15862,1
537,nts202300016801,61-68,>68887,female,retired,wednesday,suburban,5.8-9.15862,0
538,nts202300016802,61-68,>68887,female,retired,thursday,suburban,5.8-9.15862,0
539,nts202300016902,32-40,>68887,female,ft-employed,wednesday,suburban,>15.8,3
540,nts202300016903,32-40,>68887,female,ft-employed,thursday,suburban,>15.8,3
541,nts202300016904,32-40,>68887,female,ft-employed,friday,suburban,>15.8,3
542,nts202300016905,32-40,>68887,female,ft-employed,saturday,suburban,>15.8,3
543,nts202300016906,32-40,>68887,female,ft-employed,sunday,suburban,>15.8,3
544,nts202300017001,21-32,>68887,male,ft-employed,tuesday,suburban,5.8-9.15862,3
545,nts202300017002,21-32,>68887,male,ft-employed,wednesday,suburban,5.8-9.15862,3
546,nts202300017004,21-32,>68887,male,ft-employed,friday,suburban,5.8-9.15862,3
547,nts202300017005,21-32,>68887,male,ft-employed,saturday,suburban,5.8-9.15862,3
548,nts202300017006,21-32,>68887,male,ft-employed,sunday,suburban,5.8-9.15862,3
549,nts202300017007,21-32,>68887,male,ft-employed,monday,suburban,5.8-9.15862,3
550,nts202300017101,48-54,44107-68887,female,other,friday,urban,5.8-9.15862,1
551,nts202300017102,48-54,44107-68887,female,other,saturday,urban,5.8-9.15862,1
552,nts202300017103,48-54,44107-68887,female,other,sunday,urban,5.8-9.15862,1
553,nts202300017104,48-54,44107-68887,female,other,monday,urban,5.8-9.15862,1
554,nts202300017105,48-54,44107-68887,female,other,tuesday,urban,5.8-9.15862,1
555,nts202300017106,48-54,44107-68887,female,other,wednesday,urban,5.8-9.15862,1
556,nts202300017107,48-54,44107-68887,female,other,thursday,urban,5.8-9.15862,1
557,nts202300017201,21-32,>68887,male,ft-employed,saturday,urban,5.8-9.15862,2
558,nts202300017202,21-32,>68887,male,ft-employed,sunday,urban,5.8-9.15862,2
559,nts202300017203,21-32,>68887,male,ft-employed,monday,urban,5.8-9.15862,2
560,nts202300017204,21-32,>68887,male,ft-employed,tuesday,urban,5.8-9.15862,2
561,nts202300017205,21-32,>68887,male,ft-employed,wednesday,urban,5.8-9.15862,2
562,nts202300017206,21-32,>68887,male,ft-employed,thursday,urban,5.8-9.15862,2
563,nts202300017207,21-32,>68887,male,ft-employed,friday,urban,5.8-9.15862,2
564,nts202300017301,40-48,>68887,female,pt-employed,saturday,urban,5.8-9.15862,2
